18.0,8.0,307.0,130.0,12.0,3504.0
15.0,8.0,350.0,165.0,11.5,3693.0
18.0,8.0,318.0,150.0,11.0,3436.0
16.0,8.0,304.0,150.0,12.0,3433.0
17.0,8.0,302.0,140.0,10.5,3449.0
15.0,8.0,429.0,198.0,10.0,4341.0
14.0,8.0,454.0,220.0,9.0,4354.0
14.0,8.0,440.0,215.0,8.5,4312.0
14.0,8.0,455.0,225.0,10.0,4425.0
15.0,8.0,390.0,190.0,8.5,3850.0
15.0,8.0,383.0,170.0,10.0,3563.0
14.0,8.0,340.0,160.0,8.0,3609.0
15.0,8.0,400.0,150.0,9.5,3761.0
14.0,8.0,455.0,225.0,10.0,3086.0
24.0,4.0,113.0,95.0,15.0,2372.0
22.0,6.0,198.0,95.0,15.5,2833.0
18.0,6.0,199.0,97.0,15.5,2774.0
21.0,6.0,200.0,85.0,16.0,2587.0
27.0,4.0,97.0,88.0,14.5,2130.0
26.0,4.0,97.0,46.0,20.5,1835.0
25.0,4.0,110.0,87.0,17.5,2672.0
24.0,4.0,107.0,90.0,14.5,2430.0
25.0,4.0,104.0,95.0,17.5,2375.0
26.0,4.0,121.0,113.0,12.5,2234.0
21.0,6.0,199.0,90.0,15.0,2648.0
10.0,8.0,360.0,215.0,14.0,4615.0
10.0,8.0,307.0,200.0,15.0,4376.0
11.0,8.0,318.0,210.0,13.5,4382.0
9.0,8.0,304.0,193.0,18.5,4732.0
27.0,4.0,97.0,88.0,14.5,2130.0
28.0,4.0,140.0,90.0,15.5,2264.0
25.0,4.0,113.0,95.0,14.0,2228.0
25.0,4.0,98.0,19.0
19.0,6.0,232.0,100.0,13.0,2634.0
16.0,6.0,225.0,105.0,15.5,3439.0
17.0,6.0,250.0,100.0,15.5,3329.0
19.0,6.0,250.0,88.0,15.5,3302.0
18.0,6.0,232.0,100.0,15.5,3288.0
14.0,8.0,350.0,165.0,12.0,4209.0
14.0,8.0,400.0,175.0,11.5,4464.0
14.0,8.0,351.0,153.0,13.5,4154.0
14.0,8.0,318.0,150.0,13.0,4096.0
12.0,8.0,383.0,180.0,11.5,4955.0
13.0,8.0,400.0,170.0,12.0,4746.0
13.0,8.0,400.0,175.0,12.0,5140.0
18.0,6.0,258.0,110.0,13.5,2962.0
22.0,4.0,140.0,72.0,19.0,2408.0
19.0,6.0,250.0,100.0,15.0,3282.0
18.0,6.0,250.0,88.0,14.5,3139.0
23.0,4.0,122.0,86.0,14.0,2220.0
28.0,4.0,116.0,90.0,14.0,2123.0
30.0,4.0,79.0,70.0,19.5,2074.0
30.0,4.0,88.0,76.0,14.5,2065.0
31.0,4.0,71.0,65.0,19.0,1773.0
35.0,4.0,72.0,69.0,18.0,1613.0
27.0,4.0,97.0,60.0,19.0,1834.0
26.0,4.0,91.0,70.0,20.5,1955.0
24.0,4.0,113.0,95.0,15.5,2278.0
25.0,4.0,97.5,80.0,17.0,2126.0
23.0,4.0,97.0,54.0,23.5,2254.0
20.0,4.0,140.0,90.0,19.5,2408.0
21.0,4.0,122.0,86.0,16.5,2226.0
13.0,8.0,350.0,165.0,12.0,4274.0
14.0,8.0,400.0,175.0,12.0,4385.0
15.0,8.0,318.0,150.0,13.5,4135.0
14.0,8.0,351.0,153.0,13.0,4129.0
17.0,8.0,304.0,150.0,11.5,3672.0
11.0,8.0,429.0,208.0,11.0,4633.0
13.0,8.0,350.0,155.0,13.5,4502.0
12.0,8.0,350.0,160.0,13.5,4456.0
13.0,8.0,400.0,190.0,12.5,4422.0
19.0,3.0,70.0,97.0,13.5,2330.0
15.0,8.0,304.0,150.0,12.5,3892.0
13.0,8.0,307.0,130.0,14.0,4098.0
13.0,8.0,302.0,140.0,16.0,4294.0
14.0,8.0,318.0,150.0,14.0,4077.0
18.0,4.0,121.0,112.0,14.5,2933.0
22.0,4.0,121.0,76.0,18.0,2511.0
21.0,4.0,120.0,87.0,19.5,2979.0
26.0,4.0,96.0,69.0,18.0,2189.0
22.0,4.0,122.0,86.0,16.0,2395.0
28.0,4.0,97.0,92.0,17.0,2288.0
23.0,4.0,120.0,97.0,14.5,2506.0
28.0,4.0,98.0,80.0,15.0,2164.0
27.0,4.0,97.0,88.0,16.5,2100.0
13.0,8.0,350.0,175.0,13.0,4100.0
14.0,8.0,304.0,150.0,11.5,3672.0
13.0,8.0,350.0,145.0,13.0,3988.0
14.0,8.0,302.0,137.0,14.5,4042.0
15.0,8.0,318.0,150.0,12.5,3777.0
12.0,8.0,429.0,198.0,11.5,4952.0
13.0,8.0,400.0,150.0,12.0,4464.0
13.0,8.0,351.0,158.0,13.0,4363.0
14.0,8.0,318.0,150.0,14.5,4237.0
13.0,8.0,440.0,215.0,11.0,4735.0
12.0,8.0,455.0,225.0,11.0,4951.0
13.0,8.0,360.0,175.0,11.0,3821.0
18.0,6.0,225.0,105.0,16.5,3121.0
16.0,6.0,250.0,100.0,18.0,3278.0
18.0,6.0,232.0,100.0,16.0,2945.0
18.0,6.0,250.0,88.0,16.5,3021.0
23.0,6.0,198.0,95.0,16.0,2904.0
26.0,4.0,97.0,46.0,21.0,1950.0
11.0,8.0,400.0,150.0,14.0,4997.0
12.0,8.0,400.0,167.0,12.5,4906.0
13.0,8.0,360.0,170.0,13.0,4654.0
12.0,8.0,350.0,180.0,12.5,4499.0
18.0,6.0,232.0,100.0,15.0,2789.0
20.0,4.0,97.0,88.0,19.0,2279.0
21.0,4.0,140.0,72.0,19.5,2401.0
22.0,4.0,108.0,94.0,16.5,2379.0
18.0,3.0,70.0,90.0,13.5,2124.0
19.0,4.0,122.0,85.0,18.5,2310.0
21.0,6.0,155.0,107.0,14.0,2472.0
26.0,4.0,98.0,90.0,15.5,2265.0
15.0,8.0,350.0,145.0,13.0,4082.0
16.0,8.0,400.0,230.0,9.5,4278.0
29.0,4.0,68.0,49.0,19.5,1867.0
24.0,4.0,116.0,75.0,15.5,2158.0
20.0,4.0,114.0,91.0,14.0,2582.0
19.0,4.0,121.0,112.0,15.5,2868.0
15.0,8.0,318.0,150.0,11.0,3399.0
24.0,4.0,121.0,110.0,14.0,2660.0
20.0,6.0,156.0,122.0,13.5,2807.0
11.0,8.0,350.0,180.0,11.0,3664.0
20.0,6.0,198.0,95.0,16.5,3102.0
21.0,6.0,200.0,17.0
19.0,6.0,232.0,100.0,16.0,2901.0
15.0,6.0,250.0,100.0,17.0,3336.0
31.0,4.0,79.0,67.0,19.0,1950.0
26.0,4.0,122.0,80.0,16.5,2451.0
32.0,4.0,71.0,65.0,21.0,1836.0
25.0,4.0,140.0,75.0,17.0,2542.0
16.0,6.0,250.0,100.0,17.0,3781.0
16.0,6.0,258.0,110.0,18.0,3632.0
18.0,6.0,225.0,105.0,16.5,3613.0
16.0,8.0,302.0,140.0,14.0,4141.0
13.0,8.0,350.0,150.0,14.5,4699.0
14.0,8.0,318.0,150.0,13.5,4457.0
14.0,8.0,302.0,140.0,16.0,4638.0
14.0,8.0,304.0,150.0,15.5,4257.0
29.0,4.0,98.0,83.0,16.5,2219.0
26.0,4.0,79.0,67.0,15.5,1963.0
26.0,4.0,97.0,78.0,14.5,2300.0
31.0,4.0,76.0,52.0,16.5,1649.0
32.0,4.0,83.0,61.0,19.0,2003.0
28.0,4.0,90.0,75.0,14.5,2125.0
24.0,4.0,90.0,75.0,15.5,2108.0
26.0,4.0,116.0,75.0,14.0,2246.0
24.0,4.0,120.0,97.0,15.0,2489.0
26.0,4.0,108.0,93.0,15.5,2391.0
31.0,4.0,79.0,67.0,16.0,2000.0
19.0,6.0,225.0,95.0,16.0,3264.0
18.0,6.0,250.0,105.0,16.0,3459.0
15.0,6.0,250.0,72.0,21.0,3432.0
15.0,6.0,250.0,72.0,19.5,3158.0
16.0,8.0,400.0,170.0,11.5,4668.0
15.0,8.0,350.0,145.0,14.0,4440.0
16.0,8.0,318.0,150.0,14.5,4498.0
14.0,8.0,351.0,148.0,13.5,4657.0
17.0,6.0,231.0,110.0,21.0,3907.0
16.0,6.0,250.0,105.0,18.5,3897.0
15.0,6.0,258.0,110.0,19.0,3730.0
18.0,6.0,225.0,95.0,19.0,3785.0
21.0,6.0,231.0,110.0,15.0,3039.0
20.0,8.0,262.0,110.0,13.5,3221.0
13.0,8.0,302.0,129.0,12.0,3169.0
29.0,4.0,97.0,75.0,16.0,2171.0
23.0,4.0,140.0,83.0,17.0,2639.0
20.0,6.0,232.0,100.0,16.0,2914.0
23.0,4.0,140.0,78.0,18.5,2592.0
24.0,4.0,134.0,96.0,13.5,2702.0
25.0,4.0,90.0,71.0,16.5,2223.0
24.0,4.0,119.0,97.0,17.0,2545.0
18.0,6.0,171.0,97.0,14.5,2984.0
29.0,4.0,90.0,70.0,14.0,1937.0
19.0,6.0,232.0,90.0,17.0,3211.0
23.0,4.0,115.0,95.0,15.0,2694.0
23.0,4.0,120.0,88.0,17.0,2957.0
22.0,4.0,121.0,98.0,14.5,2945.0
25.0,4.0,121.0,115.0,13.5,2671.0
33.0,4.0,91.0,53.0,17.5,1795.0
28.0,4.0,107.0,86.0,15.5,2464.0
25.0,4.0,116.0,81.0,16.9,2220.0
25.0,4.0,140.0,92.0,14.9,2572.0
26.0,4.0,98.0,79.0,17.7,2255.0
27.0,4.0,101.0,83.0,15.3,2202.0
17.5,8.0,305.0,140.0,13.0,4215.0
16.0,8.0,318.0,150.0,13.0,4190.0
15.5,8.0,304.0,120.0,13.9,3962.0
14.5,8.0,351.0,152.0,12.8,4215.0
22.0,6.0,225.0,100.0,15.4,3233.0
22.0,6.0,250.0,105.0,14.5,3353.0
24.0,6.0,200.0,81.0,17.6,3012.0
22.5,6.0,232.0,90.0,17.6,3085.0
29.0,4.0,85.0,52.0,22.2,2035.0
24.5,4.0,98.0,60.0,22.1,2164.0
29.0,4.0,90.0,70.0,14.2,1937.0
33.0,4.0,91.0,53.0,17.4,1795.0
20.0,6.0,225.0,100.0,17.7,3651.0
18.0,6.0,250.0,78.0,21.0,3574.0
18.5,6.0,250.0,110.0,16.2,3645.0
17.5,6.0,258.0,95.0,17.8,3193.0
29.5,4.0,97.0,71.0,12.2,1825.0
32.0,4.0,85.0,70.0,17.0,1990.0
28.0,4.0,97.0,75.0,16.4,2155.0
26.5,4.0,140.0,72.0,13.6,2565.0
20.0,4.0,130.0,102.0,15.7,3150.0
13.0,8.0,318.0,150.0,13.2,3940.0
19.0,4.0,120.0,88.0,21.9,3270.0
19.0,6.0,156.0,108.0,15.5,2930.0
16.5,6.0,168.0,120.0,16.7,3820.0
16.5,8.0,350.0,180.0,12.1,4380.0
13.0,8.0,350.0,145.0,12.0,4055.0
13.0,8.0,302.0,130.0,15.0,3870.0
13.0,8.0,318.0,150.0,14.0,3755.0
31.5,4.0,98.0,68.0,18.5,2045.0
30.0,4.0,111.0,80.0,14.8,2155.0
36.0,4.0,79.0,58.0,18.6,1825.0
25.5,4.0,122.0,96.0,15.5,2300.0
33.5,4.0,85.0,70.0,16.8,1945.0
17.5,8.0,305.0,145.0,12.5,3880.0
17.0,8.0,260.0,110.0,19.0,4060.0
15.5,8.0,318.0,145.0,13.7,4140.0
15.0,8.0,302.0,130.0,14.9,4295.0
17.5,6.0,250.0,110.0,16.4,3520.0
20.5,6.0,231.0,105.0,16.9,3425.0
19.0,6.0,225.0,100.0,17.7,3630.0
18.5,6.0,250.0,98.0,19.0,3525.0
16.0,8.0,400.0,180.0,11.1,4220.0
15.5,8.0,350.0,170.0,11.4,4165.0
15.5,8.0,400.0,190.0,12.2,4325.0
16.0,8.0,351.0,149.0,14.5,4335.0
29.0,4.0,97.0,78.0,14.5,1940.0
24.5,4.0,151.0,88.0,16.0,2740.0
26.0,4.0,97.0,75.0,18.2,2265.0
25.5,4.0,140.0,89.0,15.8,2755.0
30.5,4.0,98.0,63.0,17.0,2051.0
33.5,4.0,98.0,83.0,15.9,2075.0
30.0,4.0,97.0,67.0,16.4,1985.0
30.5,4.0,97.0,78.0,14.1,2190.0
22.0,6.0,146.0,97.0,14.5,2815.0
21.5,4.0,121.0,110.0,12.8,2600.0
21.5,3.0,80.0,110.0,13.5,2720.0
43.1,4.0,90.0,48.0,21.5,1985.0
36.1,4.0,98.0,66.0,14.4,1800.0
32.8,4.0,78.0,52.0,19.4,1985.0
39.4,4.0,85.0,70.0,18.6,2070.0
36.1,4.0,91.0,60.0,16.4,1800.0
19.9,8.0,260.0,110.0,15.5,3365.0
19.4,8.0,318.0,140.0,13.2,3735.0
20.2,8.0,302.0,139.0,12.8,3570.0
19.2,6.0,231.0,105.0,19.2,3535.0
20.5,6.0,200.0,95.0,18.2,3155.0
20.2,6.0,200.0,85.0,15.8,2965.0
25.1,4.0,140.0,88.0,15.4,2720.0
20.5,6.0,225.0,100.0,17.2,3430.0
19.4,6.0,232.0,90.0,17.2,3210.0
20.6,6.0,231.0,105.0,15.8,3380.0
20.8,6.0,200.0,85.0,16.7,3070.0
18.6,6.0,225.0,110.0,18.7,3620.0
18.1,6.0,258.0,120.0,15.1,3410.0
19.2,8.0,305.0,145.0,13.2,3425.0
17.7,6.0,231.0,165.0,13.4,3445.0
18.1,8.0,302.0,139.0,11.2,3205.0
17.5,8.0,318.0,140.0,13.7,4080.0
30.0,4.0,98.0,68.0,16.5,2155.0
27.5,4.0,134.0,95.0,14.2,2560.0
27.2,4.0,119.0,97.0,14.7,2300.0
30.9,4.0,105.0,75.0,14.5,2230.0
21.1,4.0,134.0,95.0,14.8,2515.0
23.2,4.0,156.0,105.0,16.7,2745.0
23.8,4.0,151.0,85.0,17.6,2855.0
23.9,4.0,119.0,97.0,14.9,2405.0
20.3,5.0,131.0,103.0,15.9,2830.0
17.0,6.0,163.0,125.0,13.6,3140.0
21.6,4.0,121.0,115.0,15.7,2795.0
16.2,6.0,163.0,133.0,15.8,3410.0
31.5,4.0,89.0,71.0,14.9,1990.0
29.5,4.0,98.0,68.0,16.6,2135.0
21.5,6.0,231.0,115.0,15.4,3245.0
19.8,6.0,200.0,85.0,18.2,2990.0
22.3,4.0,140.0,88.0,17.3,2890.0
20.2,6.0,232.0,90.0,18.2,3265.0
20.6,6.0,225.0,110.0,16.6,3360.0
17.0,8.0,305.0,130.0,15.4,3840.0
17.6,8.0,302.0,129.0,13.4,3725.0
16.5,8.0,351.0,138.0,13.2,3955.0
18.2,8.0,318.0,135.0,15.2,3830.0
16.9,8.0,350.0,155.0,14.9,4360.0
15.5,8.0,351.0,142.0,14.3,4054.0
19.2,8.0,267.0,125.0,15.0,3605.0
18.5,8.0,360.0,150.0,13.0,3940.0
31.9,4.0,89.0,71.0,14.0,1925.0
34.1,4.0,86.0,65.0,15.2,1975.0
35.7,4.0,98.0,80.0,14.4,1915.0
27.4,4.0,121.0,80.0,15.0,2670.0
25.4,5.0,183.0,77.0,20.1,3530.0
23.0,8.0,350.0,125.0,17.4,3900.0
27.2,4.0,141.0,71.0,24.8,3190.0
23.9,8.0,260.0,90.0,22.2,3420.0
34.2,4.0,105.0,70.0,13.2,2200.0
34.5,4.0,105.0,70.0,14.9,2150.0
31.8,4.0,85.0,65.0,19.2,2020.0
37.3,4.0,91.0,69.0,14.7,2130.0
28.4,4.0,151.0,90.0,16.0,2670.0
28.8,6.0,173.0,115.0,11.3,2595.0
26.8,6.0,173.0,115.0,12.9,2700.0
33.5,4.0,151.0,90.0,13.2,2556.0
41.5,4.0,98.0,76.0,14.7,2144.0
38.1,4.0,89.0,60.0,18.8,1968.0
32.1,4.0,98.0,70.0,15.5,2120.0
37.2,4.0,86.0,65.0,16.4,2019.0
28.0,4.0,151.0,90.0,16.5,2678.0
26.4,4.0,140.0,88.0,18.1,2870.0
24.3,4.0,151.0,90.0,20.1,3003.0
19.1,6.0,225.0,90.0,18.7,3381.0
34.3,4.0,97.0,78.0,15.8,2188.0
29.8,4.0,134.0,90.0,15.5,2711.0
31.3,4.0,120.0,75.0,17.5,2542.0
37.0,4.0,119.0,92.0,15.0,2434.0
32.2,4.0,108.0,75.0,15.2,2265.0
46.6,4.0,86.0,65.0,17.9,2110.0
27.9,4.0,156.0,105.0,14.4,2800.0
40.8,4.0,85.0,65.0,19.2,2110.0
44.3,4.0,90.0,48.0,21.7,2085.0
43.4,4.0,90.0,48.0,23.7,2335.0
36.4,5.0,121.0,67.0,19.9,2950.0
30.0,4.0,146.0,67.0,21.8,3250.0
44.6,4.0,91.0,67.0,13.8,1850.0
40.9,4.0,85.0,17.3
33.8,4.0,97.0,67.0,18.0,2145.0
29.8,4.0,89.0,62.0,15.3,1845.0
32.7,6.0,168.0,132.0,11.4,2910.0
23.7,3.0,70.0,100.0,12.5,2420.0
35.0,4.0,122.0,88.0,15.1,2500.0
23.6,4.0,140.0,14.3
32.4,4.0,107.0,72.0,17.0,2290.0
27.2,4.0,135.0,84.0,15.7,2490.0
26.6,4.0,151.0,84.0,16.4,2635.0
25.8,4.0,156.0,92.0,14.4,2620.0
23.5,6.0,173.0,110.0,12.6,2725.0
30.0,4.0,135.0,84.0,12.9,2385.0
39.1,4.0,79.0,58.0,16.9,1755.0
